Soil_Type,Farm_Area_acres,Water_Availability_L_per_week,Irrigation_Type,Fertilizer_Used_kg,Season,Rainfall_mm,Temperature_C,Soil_pH,Crop
Sandy,1.33,1421,Drip,61,Kharif,978,22,7.7,Cotton
Peaty,6.64,1335,Drip,200,Rabi,341,26,6.1,Maize
Sandy,9.22,341,Drip,197,Rabi,146,22,8.4,Pulses
Loamy,2.22,949,Sprinkler,33,Rabi,243,24,6.7,Wheat
Sandy,7.73,438,Drip,177,Summer,965,31,6.7,Pulses
Silty,1.07,722,Sprinkler,92,Summer,519,26,7.4,Tomato
Loamy,3.47,560,Flood,28,Rabi,818,28,7.6,Wheat
Loamy,8.66,326,Rainfed,129,Summer,228,38,6.3,Onion
Clay,3.38,1103,Rainfed,170,Kharif,620,35,7.2,Rice
Clay,6.24,742,Flood,186,Summer,597,31,8.0,Tomato
Peaty,3.63,797,Flood,173,Kharif,295,23,6.8,Maize
Clay,7.88,1088,Rainfed,20,Kharif,663,31,7.8,Rice
Sandy,9.69,901,Rainfed,76,Rabi,339,32,7.3,Cotton
Loamy,7.83,1132,Flood,156,Rabi,911,29,7.0,Wheat
Clay,6.76,654,Rainfed,179,Kharif,1177,33,8.3,Rice
Silty,9.07,1076,Drip,196,Kharif,1069,22,7.9,Rice
Sandy,3.91,1338,Rainfed,173,Rabi,697,25,7.2,Rice
Clay,8.45,487,Sprinkler,75,Rabi,642,32,7.5,Wheat
Clay,9.92,753,Sprinkler,37,Kharif,772,38,5.7,Maize
Clay,6.51,722,Rainfed,127,Rabi,724,33,7.3,Onion
Silty,8.98,1203,Drip,175,Summer,533,26,7.2,Onion
Peaty,4.74,1026,Drip,74,Summer,977,34,6.7,Tomato
Peaty,7.04,898,Drip,140,Summer,799,22,8.4,Tomato
Sandy,8.59,1401,Flood,36,Summer,214,36,7.6,Onion
Silty,9.79,1087,Sprinkler,106,Summer,991,37,8.1,Onion
Silty,8.17,1198,Drip,131,Rabi,1035,25,5.8,Tomato
Loamy,5.03,1296,Flood,150,Rabi,998,20,7.3,Wheat
Sandy,3.53,758,Flood,27,Summer,470,29,7.5,Onion
Silty,8.72,865,Flood,21,Summer,220,32,8.4,Onion
Peaty,9.72,842,Flood,79,Rabi,568,29,7.5,Tomato
Clay,6.55,1267,Rainfed,52,Kharif,556,27,8.1,Rice
Peaty,8.0,331,Drip,24,Rabi,512,18,5.8,Onion
Loamy,5.06,1044,Sprinkler,53,Summer,540,18,6.2,Onion
Clay,5.18,816,Sprinkler,32,Rabi,341,33,6.3,Cotton
Peaty,7.53,1291,Flood,195,Rabi,666,26,8.3,Maize
Loamy,3.76,1298,Drip,112,Kharif,786,35,7.6,Rice
Clay,9.17,854,Rainfed,100,Kharif,1087,22,6.6,Rice
Peaty,7.02,351,Sprinkler,62,Kharif,687,26,6.7,Maize
Sandy,5.24,1159,Rainfed,120,Summer,949,34,6.6,Onion
Peaty,3.0,395,Flood,46,Kharif,305,30,8.4,Maize
Sandy,0.86,516,Flood,143,Kharif,440,30,6.5,Pulses
Loamy,6.01,1351,Sprinkler,84,Summer,335,27,6.9,Onion
Silty,6.91,873,Flood,193,Summer,102,40,7.7,Onion
Loamy,0.63,838,Drip,26,Kharif,403,23,8.0,Rice
Loamy,8.9,320,Rainfed,66,Kharif,240,18,5.6,Rice
Sandy,6.69,752,Rainfed,28,Kharif,275,37,7.4,Cotton
Peaty,1.76,598,Flood,152,Kharif,765,34,7.3,Rice
Sandy,9.83,850,Drip,106,Summer,1096,37,6.7,Tomato
Clay,9.84,933,Drip,74,Rabi,678,19,6.4,Rice
Loamy,4.9,732,Flood,115,Rabi,108,28,7.5,Wheat
Loamy,8.49,716,Drip,182,Summer,351,36,8.2,Onion
Sandy,6.0,1070,Rainfed,124,Rabi,965,24,8.4,Onion
Clay,4.47,656,Sprinkler,197,Summer,940,36,7.2,Onion
Sandy,2.54,418,Sprinkler,178,Rabi,920,26,5.9,Pulses
Peaty,2.14,655,Sprinkler,44,Rabi,678,22,7.6,Tomato
Silty,7.28,528,Drip,78,Summer,340,32,7.9,Tomato
Sandy,7.43,1261,Drip,193,Rabi,844,36,7.5,Sugarcane
Clay,5.38,939,Rainfed,142,Kharif,761,30,8.1,Rice
Peaty,9.23,955,Rainfed,183,Rabi,1131,25,8.1,Maize
Peaty,5.22,1269,Drip,163,Summer,904,28,7.4,Onion
Silty,8.59,846,Flood,55,Kharif,1108,23,6.9,Rice
Silty,1.22,1025,Drip,129,Rabi,255,27,6.4,Onion
Sandy,8.06,1046,Sprinkler,183,Kharif,546,31,6.6,Maize
Peaty,4.79,1159,Sprinkler,118,Rabi,155,27,6.3,Maize
Silty,4.18,652,Flood,90,Summer,978,32,8.4,Tomato
Silty,6.89,400,Sprinkler,105,Kharif,192,22,6.1,Maize
Silty,6.97,1021,Drip,105,Kharif,1033,23,5.9,Rice
Silty,9.67,477,Sprinkler,35,Kharif,315,39,6.3,Rice
Sandy,3.65,1353,Flood,135,Summer,700,24,5.9,Onion
Peaty,0.55,469,Flood,173,Kharif,815,30,7.1,Cotton
Sandy,3.85,500,Rainfed,37,Summer,689,39,6.0,Pulses
Peaty,9.72,619,Drip,135,Summer,779,23,6.3,Onion
Sandy,3.63,1436,Flood,63,Summer,702,25,7.7,Onion
Clay,6.55,1144,Sprinkler,162,Rabi,1127,35,7.0,Rice
Silty,4.77,1480,Rainfed,85,Rabi,516,18,5.8,Rice
Sandy,7.67,923,Sprinkler,187,Kharif,711,29,7.3,Rice
Loamy,6.7,1162,Flood,145,Rabi,1069,19,6.7,Wheat
Sandy,1.51,1019,Rainfed,120,Rabi,429,36,7.3,Cotton
Silty,0.83,486,Rainfed,101,Summer,561,35,6.7,Onion
Silty,4.81,447,Drip,52,Summer,603,19,5.8,Onion
Clay,4.01,725,Sprinkler,101,Summer,213,30,6.8,Tomato
Clay,5.63,650,Flood,136,Kharif,1150,24,5.5,Cotton
Loamy,7.15,625,Sprinkler,177,Summer,979,39,5.7,Onion
Peaty,3.39,296,Rainfed,174,Rabi,133,27,7.4,Cotton
Clay,6.56,1279,Rainfed,65,Summer,230,39,6.2,Rice
Clay,6.29,674,Rainfed,145,Kharif,796,28,6.9,Cotton
Clay,7.36,265,Flood,55,Rabi,921,29,6.2,Onion
Clay,1.46,227,Flood,152,Kharif,346,38,7.0,Maize
Loamy,9.2,557,Drip,21,Kharif,230,40,6.5,Cotton
Clay,5.58,1070,Sprinkler,170,Kharif,218,21,6.6,Rice
Sandy,5.83,252,Drip,125,Summer,762,33,6.2,Pulses
Loamy,5.87,665,Sprinkler,132,Summer,723,26,8.3,Onion
Clay,3.31,878,Flood,166,Kharif,913,30,6.1,Rice
Loamy,8.93,215,Flood,136,Summer,312,38,7.8,Onion
Sandy,5.35,1155,Rainfed,50,Rabi,793,39,6.2,Onion
Peaty,1.71,1222,Rainfed,158,Rabi,185,37,7.5,Rice
Sandy,3.94,1494,Drip,118,Summer,321,24,6.4,Onion
Clay,9.66,855,Drip,101,Kharif,303,33,7.2,Maize
Clay,5.78,475,Rainfed,200,Kharif,973,23,7.6,Maize
Clay,0.81,591,Flood,81,Kharif,743,26,7.7,Cotton
Silty,2.42,1474,Rainfed,72,Rabi,896,27,7.0,Rice
Clay,8.18,658,Sprinkler,23,Kharif,710,29,5.7,Cotton
Silty,5.97,849,Sprinkler,113,Rabi,577,34,8.2,Rice
Sandy,3.99,850,Sprinkler,36,Kharif,499,36,7.1,Rice
Sandy,9.21,639,Flood,37,Rabi,652,35,6.5,Wheat
Silty,5.72,686,Drip,23,Summer,588,35,6.0,Onion
Sandy,3.71,877,Rainfed,185,Kharif,102,34,7.4,Rice
Peaty,6.96,219,Sprinkler,64,Summer,944,18,7.2,Tomato
Silty,8.77,444,Flood,67,Kharif,799,38,8.3,Cotton
Sandy,8.06,1204,Rainfed,72,Summer,817,27,6.7,Onion
Clay,9.63,581,Drip,161,Summer,763,23,5.8,Onion
Peaty,7.59,237,Sprinkler,165,Summer,158,20,5.5,Onion
Silty,4.15,348,Rainfed,171,Rabi,1124,25,6.8,Tomato
Silty,1.74,709,Drip,62,Summer,1058,20,6.7,Onion
Clay,9.77,1108,Drip,124,Summer,885,36,6.0,Rice
Clay,9.37,1121,Flood,48,Rabi,392,18,7.4,Rice
Loamy,9.68,705,Rainfed,27,Kharif,933,25,6.9,Maize
Sandy,6.19,819,Sprinkler,102,Kharif,298,36,8.5,Cotton
Peaty,5.77,231,Drip,122,Summer,428,29,6.3,Tomato
Peaty,4.12,425,Drip,40,Summer,298,21,5.7,Onion
Silty,7.7,1224,Flood,165,Kharif,1167,27,6.4,Rice
Sandy,5.48,527,Flood,115,Summer,518,33,7.3,Pulses
Silty,5.6,983,Drip,78,Summer,1154,18,6.8,Tomato
Silty,5.85,213,Sprinkler,166,Summer,1057,25,7.0,Tomato
Sandy,8.44,815,Drip,27,Rabi,1037,26,7.4,Rice
Peaty,3.08,1304,Flood,163,Rabi,539,20,6.3,Sugarcane
Clay,1.51,248,Rainfed,109,Summer,1025,32,7.4,Tomato
Clay,8.0,934,Sprinkler,31,Summer,1137,25,7.4,Rice
Loamy,6.03,299,Sprinkler,73,Summer,632,35,7.1,Tomato
Silty,7.82,719,Drip,151,Summer,973,39,7.0,Tomato
Silty,3.7,1243,Rainfed,65,Kharif,275,36,5.7,Maize
Peaty,8.39,749,Flood,106,Kharif,1171,24,5.7,Maize
Peaty,1.51,1296,Rainfed,133,Rabi,247,37,7.1,Sugarcane
Loamy,9.28,667,Rainfed,44,Rabi,181,33,8.2,Wheat
Peaty,2.55,939,Rainfed,158,Summer,276,24,8.0,Tomato
Sandy,0.78,1144,Flood,110,Summer,1124,34,6.8,Tomato
Sandy,3.71,921,Drip,149,Summer,1019,27,7.9,Tomato
Sandy,7.76,483,Rainfed,130,Kharif,253,27,6.9,Pulses
Sandy,7.8,571,Sprinkler,183,Rabi,170,33,6.9,Pulses
Peaty,9.59,653,Rainfed,112,Kharif,509,26,7.6,Maize
Peaty,2.0,899,Sprinkler,160,Summer,385,36,7.7,Tomato
Sandy,9.45,1257,Sprinkler,121,Summer,364,28,5.8,Tomato
Loamy,4.08,1103,Drip,28,Kharif,553,27,6.2,Cotton
Sandy,0.82,459,Sprinkler,107,Kharif,431,24,8.3,Pulses
Peaty,8.46,681,Rainfed,148,Rabi,395,28,6.2,Rice
Sandy,6.65,979,Flood,148,Summer,926,19,6.8,Tomato
Clay,0.94,546,Sprinkler,34,Kharif,213,21,7.1,Maize
Peaty,1.64,1201,Drip,118,Rabi,743,38,5.7,Tomato
Loamy,8.56,962,Sprinkler,100,Kharif,148,24,7.2,Maize
Silty,4.85,390,Rainfed,24,Summer,541,34,6.2,Onion
Silty,4.82,1445,Sprinkler,100,Summer,401,39,5.7,Onion
Peaty,9.19,205,Flood,86,Kharif,1046,40,6.5,Maize
Clay,3.77,740,Drip,29,Summer,1140,24,7.4,Tomato
Clay,1.81,688,Drip,40,Rabi,241,20,7.0,Maize
Clay,2.81,278,Drip,20,Summer,730,29,5.6,Tomato
Sandy,2.52,1349,Flood,50,Summer,309,33,7.1,Onion
Loamy,9.89,324,Rainfed,52,Summer,481,20,6.0,Tomato
Silty,7.35,418,Sprinkler,200,Kharif,940,19,6.7,Rice
Loamy,9.31,1398,Drip,159,Rabi,587,23,6.8,Wheat
Peaty,2.5,514,Flood,166,Kharif,800,20,7.3,Rice
Sandy,2.78,1465,Rainfed,122,Rabi,1052,26,5.6,Cotton
Silty,7.87,1194,Sprinkler,128,Summer,194,19,6.6,Onion
Silty,1.77,656,Sprinkler,40,Kharif,845,38,7.6,Rice
Silty,7.39,470,Flood,46,Summer,736,21,8.0,Onion
Peaty,3.4,1137,Drip,158,Rabi,1150,20,7.8,Maize
Silty,5.98,1272,Drip,31,Kharif,810,39,7.4,Rice
Silty,4.34,236,Rainfed,60,Summer,157,20,6.7,Onion
Clay,6.37,856,Sprinkler,125,Summer,175,33,5.9,Tomato
Loamy,8.28,1257,Sprinkler,148,Kharif,720,40,6.6,Rice
Silty,4.19,217,Sprinkler,59,Rabi,757,28,8.3,Cotton
Clay,5.9,500,Flood,143,Kharif,771,33,6.8,Cotton
Peaty,7.44,1317,Sprinkler,92,Summer,588,28,6.7,Onion
Peaty,6.62,866,Sprinkler,82,Summer,991,37,7.8,Tomato
Clay,2.79,439,Rainfed,20,Summer,822,18,6.2,Tomato
Clay,1.09,218,Rainfed,138,Summer,1199,29,7.8,Onion
Sandy,4.33,1033,Drip,47,Kharif,482,36,5.7,Maize
Sandy,2.1,576,Flood,117,Summer,486,39,6.7,Pulses
Loamy,4.85,1269,Rainfed,113,Kharif,154,36,8.4,Rice
Sandy,9.19,369,Rainfed,150,Kharif,870,31,6.4,Pulses
Loamy,8.01,772,Flood,41,Rabi,106,35,5.8,Wheat
Peaty,5.57,325,Rainfed,153,Rabi,744,20,6.3,Wheat
Loamy,3.5,348,Rainfed,54,Summer,981,36,5.9,Tomato
Silty,9.03,1262,Sprinkler,153,Summer,537,25,6.5,Onion
Loamy,8.28,233,Drip,179,Rabi,720,21,8.3,Wheat
Sandy,0.94,523,Flood,91,Summer,888,37,6.3,Pulses
Sandy,7.32,474,Sprinkler,42,Kharif,137,38,5.7,Pulses
Silty,3.08,1041,Flood,86,Kharif,617,34,5.8,Maize
Sandy,7.26,1127,Flood,27,Kharif,1076,22,6.0,Rice
Clay,7.83,370,Flood,88,Rabi,292,34,8.0,Pulses
Peaty,2.02,1393,Drip,177,Summer,663,30,8.2,Tomato
Peaty,5.08,1296,Drip,196,Rabi,852,33,7.8,Tomato
Loamy,1.74,1270,Rainfed,192,Summer,592,37,7.9,Tomato
Loamy,7.9,380,Flood,54,Kharif,726,38,6.3,Maize
Loamy,3.46,1065,Flood,74,Rabi,175,30,5.8,Wheat
Sandy,8.99,239,Flood,184,Summer,1050,32,8.3,Pulses
Sandy,4.32,1300,Sprinkler,34,Summer,752,32,8.1,Tomato
Clay,6.1,561,Rainfed,144,Kharif,406,26,7.1,Maize
Clay,4.06,355,Sprinkler,156,Kharif,259,30,5.6,Cotton
Clay,4.73,802,Drip,161,Kharif,668,24,7.7,Rice
Loamy,9.45,934,Drip,29,Rabi,664,23,7.8,Wheat
Silty,4.49,354,Sprinkler,132,Summer,534,32,6.0,Tomato
Clay,9.18,960,Rainfed,82,Kharif,459,39,7.9,Rice
Sandy,5.42,598,Drip,167,Summer,845,30,7.0,Pulses
Silty,3.84,843,Drip,190,Rabi,517,29,6.0,Tomato
Loamy,4.57,342,Flood,105,Kharif,172,38,7.0,Rice
Peaty,9.68,1134,Drip,74,Kharif,127,30,6.9,Cotton
Loamy,1.34,902,Rainfed,112,Rabi,573,28,6.0,Wheat
Silty,3.41,1018,Drip,183,Summer,670,31,6.9,Onion
Loamy,0.71,482,Rainfed,187,Kharif,663,25,8.4,Rice
Clay,3.03,520,Drip,176,Kharif,838,31,6.4,Rice
Loamy,5.38,395,Flood,197,Summer,163,34,6.6,Tomato
Silty,7.89,1140,Rainfed,81,Summer,599,33,8.2,Tomato
Sandy,3.65,725,Drip,48,Summer,1174,32,6.7,Onion
Peaty,1.92,1254,Rainfed,162,Summer,518,33,6.9,Tomato
Sandy,1.62,556,Rainfed,75,Kharif,406,35,6.2,Pulses
Silty,6.69,991,Rainfed,164,Rabi,525,25,7.7,Onion
Sandy,6.39,328,Sprinkler,81,Kharif,295,21,6.8,Pulses
Sandy,5.66,1190,Rainfed,90,Rabi,957,24,8.5,Rice
Peaty,7.71,239,Flood,69,Summer,383,29,6.9,Onion
Silty,8.59,1414,Rainfed,101,Rabi,209,29,7.1,Pulses
Silty,7.08,978,Flood,200,Rabi,930,36,5.7,Maize
Silty,5.94,620,Flood,146,Kharif,864,34,6.1,Maize
Loamy,2.0,465,Drip,52,Rabi,805,26,7.4,Wheat
Sandy,2.57,1128,Sprinkler,66,Summer,1185,19,6.4,Onion
Sandy,8.04,1445,Flood,165,Summer,853,33,6.0,Onion
Silty,5.22,1311,Drip,69,Rabi,170,20,6.8,Cotton
Sandy,8.99,1303,Flood,120,Rabi,930,26,5.9,Rice
Sandy,9.21,662,Sprinkler,80,Rabi,101,29,7.1,Sugarcane
Sandy,6.48,1074,Rainfed,153,Kharif,883,24,8.1,Cotton
Loamy,2.37,1257,Flood,177,Kharif,281,18,8.0,Rice
Peaty,7.89,1042,Rainfed,139,Summer,866,33,6.4,Tomato
Sandy,7.77,1182,Drip,34,Summer,1140,40,8.4,Onion
Peaty,7.39,1207,Flood,120,Rabi,938,39,6.5,Tomato
Peaty,3.74,865,Rainfed,139,Rabi,284,23,8.2,Cotton
Silty,5.2,873,Flood,42,Summer,278,31,7.2,Tomato
Clay,2.6,1203,Sprinkler,65,Summer,683,37,8.0,Rice
Clay,0.74,1313,Flood,20,Kharif,618,18,8.3,Rice
Sandy,4.82,825,Sprinkler,71,Summer,536,22,6.9,Onion
Silty,8.29,753,Flood,106,Kharif,439,27,6.1,Cotton
Loamy,8.96,1325,Drip,96,Rabi,519,22,6.7,Wheat
Loamy,8.46,669,Drip,89,Kharif,1088,35,6.5,Maize
Clay,8.28,242,Sprinkler,185,Summer,353,29,8.3,Tomato
Loamy,8.86,461,Flood,120,Rabi,194,23,5.9,Wheat
Loamy,3.38,919,Sprinkler,87,Rabi,267,32,7.7,Wheat
Clay,8.15,479,Drip,194,Summer,1040,28,7.5,Tomato
Loamy,3.51,943,Sprinkler,49,Rabi,314,37,8.0,Wheat
Silty,5.77,828,Flood,98,Rabi,197,24,8.3,Onion
Silty,1.01,585,Drip,102,Kharif,646,21,6.2,Maize
Silty,5.63,1191,Drip,101,Rabi,455,26,7.8,Pulses
Silty,1.99,290,Flood,179,Summer,214,20,6.9,Tomato
Sandy,5.05,447,Flood,77,Kharif,619,25,7.4,Pulses
Loamy,1.88,342,Sprinkler,37,Kharif,706,25,7.6,Cotton
Sandy,2.17,893,Sprinkler,179,Summer,512,23,5.8,Tomato
Loamy,4.22,1230,Sprinkler,79,Kharif,839,18,7.5,Maize
Loamy,4.83,1017,Rainfed,35,Rabi,726,31,8.5,Wheat
Sandy,2.9,844,Sprinkler,76,Summer,860,28,6.6,Onion
Silty,8.79,1480,Flood,41,Summer,536,33,5.8,Onion
Silty,7.61,601,Drip,75,Summer,265,26,6.3,Onion
Clay,8.44,543,Drip,79,Rabi,1061,34,6.3,Wheat
Silty,8.58,773,Sprinkler,137,Kharif,100,34,6.9,Rice
Peaty,2.43,356,Rainfed,30,Summer,611,24,8.1,Tomato
Clay,3.7,681,Drip,119,Rabi,246,26,6.9,Wheat
Clay,4.6,517,Rainfed,116,Rabi,119,29,6.2,Sugarcane
Clay,1.33,937,Flood,162,Summer,164,28,6.8,Rice
Silty,3.64,886,Drip,124,Rabi,476,19,7.3,Rice
Loamy,5.21,231,Drip,51,Rabi,986,24,6.8,Wheat
Loamy,7.55,1273,Sprinkler,134,Rabi,207,18,7.3,Wheat
Sandy,7.22,1469,Flood,181,Summer,934,23,7.2,Onion
Sandy,3.09,1043,Drip,144,Summer,415,27,8.4,Onion
Silty,2.54,1136,Sprinkler,136,Rabi,959,35,6.9,Tomato
Silty,6.05,1041,Flood,88,Summer,1141,19,7.9,Tomato
Clay,7.77,1202,Drip,128,Rabi,992,21,7.8,Rice
Peaty,4.93,915,Rainfed,78,Summer,509,18,6.7,Tomato
Clay,9.66,834,Sprinkler,167,Summer,503,28,8.5,Onion
Clay,1.52,1207,Flood,165,Kharif,746,35,7.4,Rice
Loamy,2.63,456,Sprinkler,70,Summer,338,29,7.1,Tomato
Sandy,2.41,646,Flood,140,Rabi,733,26,7.7,Onion
Loamy,9.71,1476,Rainfed,62,Rabi,874,29,7.7,Wheat
Peaty,2.57,1073,Flood,50,Kharif,829,22,7.5,Cotton
Peaty,1.9,381,Flood,46,Kharif,293,34,6.5,Cotton
Silty,3.63,781,Rainfed,32,Kharif,547,27,6.7,Maize
Silty,8.61,670,Rainfed,54,Rabi,192,33,5.6,Sugarcane
Clay,9.98,1137,Drip,199,Rabi,115,30,7.4,Rice
Peaty,5.0,408,Drip,102,Kharif,677,40,6.2,Maize
Clay,4.71,1139,Drip,131,Rabi,262,19,5.6,Rice
Clay,8.08,409,Sprinkler,179,Rabi,515,19,6.6,Onion
Loamy,0.58,533,Sprinkler,68,Kharif,395,24,6.6,Cotton
Silty,1.63,1371,Sprinkler,123,Summer,794,19,7.2,Tomato
Loamy,6.89,607,Drip,52,Rabi,306,30,6.4,Wheat
Peaty,1.64,1025,Rainfed,200,Rabi,733,24,8.4,Onion
Loamy,2.31,1194,Rainfed,48,Rabi,574,34,5.8,Wheat
Sandy,6.83,831,Rainfed,49,Rabi,931,25,8.0,Onion
Peaty,1.73,550,Rainfed,118,Kharif,373,29,5.9,Rice
Peaty,1.49,1153,Sprinkler,82,Summer,486,34,7.4,Onion
Silty,3.71,1060,Drip,176,Kharif,1135,28,7.2,Maize
Peaty,4.39,791,Sprinkler,92,Summer,1059,23,8.1,Tomato
Silty,4.45,456,Sprinkler,154,Rabi,998,20,7.0,Cotton
Peaty,2.32,944,Sprinkler,93,Summer,302,35,7.9,Onion
Clay,1.11,820,Sprinkler,159,Summer,706,28,6.4,Onion
Clay,5.08,706,Flood,72,Rabi,1104,25,8.4,Tomato
Silty,9.54,1490,Rainfed,99,Rabi,1047,27,6.3,Onion
Silty,1.52,951,Sprinkler,121,Kharif,754,40,6.0,Rice
Clay,2.03,1292,Sprinkler,107,Kharif,674,30,7.5,Rice
Silty,5.2,1362,Sprinkler,55,Rabi,592,35,5.7,Maize
Silty,5.74,1297,Flood,52,Rabi,894,26,6.1,Wheat
Peaty,7.58,1323,Drip,52,Kharif,711,28,6.3,Maize
Sandy,3.76,445,Drip,52,Kharif,851,22,6.8,Pulses
Clay,5.66,1222,Drip,85,Kharif,794,29,7.9,Rice
Sandy,5.16,981,Flood,87,Kharif,715,20,6.6,Rice
Loamy,8.86,1140,Drip,68,Summer,535,32,7.7,Tomato
Clay,1.37,267,Flood,47,Rabi,960,31,7.8,Onion
Sandy,5.27,1275,Sprinkler,177,Kharif,1000,23,7.3,Maize
Peaty,0.51,779,Rainfed,71,Summer,565,19,7.1,Onion
Loamy,9.12,425,Sprinkler,87,Summer,829,33,5.9,Onion
Sandy,2.21,953,Flood,91,Summer,924,31,5.7,Onion
Peaty,3.47,1499,Rainfed,156,Kharif,914,32,8.3,Rice
Peaty,2.38,648,Drip,84,Kharif,754,25,7.5,Maize
Peaty,1.04,945,Sprinkler,115,Rabi,215,22,7.4,Rice
Sandy,1.13,385,Flood,97,Rabi,653,32,6.5,Pulses
Peaty,4.57,1007,Flood,55,Summer,242,30,6.5,Onion
Sandy,6.65,354,Drip,58,Kharif,255,27,7.7,Pulses
Sandy,0.72,1327,Drip,139,Rabi,433,32,6.5,Wheat
Clay,7.56,910,Flood,43,Kharif,715,23,6.4,Rice
Silty,6.94,944,Sprinkler,167,Rabi,664,20,7.5,Sugarcane
Sandy,5.13,524,Drip,100,Summer,196,32,6.8,Pulses
Peaty,2.83,1113,Flood,109,Summer,778,36,5.6,Onion
Sandy,1.06,723,Drip,127,Summer,283,40,6.5,Tomato
Clay,5.11,704,Sprinkler,45,Summer,1141,40,6.1,Tomato
Silty,3.57,849,Sprinkler,172,Kharif,812,37,5.5,Maize
Loamy,4.74,535,Flood,41,Rabi,176,18,8.5,Wheat
Silty,9.92,233,Rainfed,138,Kharif,793,36,7.5,Maize
Sandy,1.53,352,Rainfed,37,Summer,1138,29,6.8,Pulses
Sandy,1.19,1089,Flood,170,Kharif,611,19,8.3,Maize
Loamy,3.06,1227,Sprinkler,32,Kharif,997,23,5.6,Cotton
Silty,9.57,1223,Sprinkler,91,Summer,612,27,7.5,Tomato
Sandy,9.06,440,Rainfed,94,Kharif,278,38,6.9,Pulses
Sandy,6.37,798,Sprinkler,93,Summer,331,23,6.7,Tomato
Silty,1.0,724,Sprinkler,69,Kharif,955,38,6.9,Maize
Peaty,2.38,961,Sprinkler,76,Kharif,825,20,6.5,Maize
Silty,6.01,901,Drip,144,Kharif,321,22,6.9,Maize
Clay,7.78,490,Sprinkler,148,Summer,232,36,8.0,Tomato
Sandy,3.14,807,Flood,43,Summer,1118,23,7.0,Tomato
Loamy,3.81,223,Flood,105,Rabi,620,22,6.0,Wheat
Loamy,8.76,1435,Drip,96,Rabi,932,22,6.0,Wheat
Silty,8.63,1430,Drip,27,Summer,525,22,6.6,Tomato
Clay,6.31,868,Drip,47,Kharif,900,24,6.3,Cotton
Silty,9.86,1409,Drip,157,Kharif,841,22,7.9,Rice
Sandy,4.47,1327,Rainfed,142,Summer,1127,24,8.1,Onion
Silty,7.29,516,Drip,148,Kharif,448,25,6.3,Cotton
Silty,1.48,782,Sprinkler,21,Rabi,1096,18,7.0,Cotton
Clay,4.65,210,Drip,144,Rabi,446,31,7.0,Maize
Peaty,4.4,409,Sprinkler,82,Kharif,190,28,5.6,Rice
Loamy,5.85,477,Drip,59,Kharif,1107,26,5.8,Rice
Loamy,8.88,1412,Flood,79,Rabi,881,20,5.8,Wheat
Sandy,9.19,663,Drip,72,Rabi,931,19,6.5,Maize
Loamy,2.76,620,Flood,130,Kharif,455,27,7.9,Rice
Peaty,2.79,555,Sprinkler,73,Kharif,845,21,6.8,Maize
Loamy,2.86,778,Rainfed,46,Rabi,1186,27,6.7,Wheat
Peaty,8.97,1450,Rainfed,65,Summer,698,31,6.5,Tomato
Silty,1.28,948,Drip,153,Rabi,637,19,6.0,Wheat
Sandy,7.1,1437,Sprinkler,121,Summer,644,36,5.9,Onion
Clay,1.99,596,Rainfed,195,Kharif,915,23,6.6,Cotton
Sandy,5.12,921,Sprinkler,129,Rabi,1051,26,7.9,Onion
Peaty,6.93,1439,Drip,70,Summer,966,30,6.8,Onion
Sandy,8.67,750,Rainfed,47,Kharif,626,30,6.8,Rice
Clay,7.04,1017,Sprinkler,121,Rabi,479,37,5.9,Rice
Clay,8.69,459,Drip,151,Summer,1071,40,7.6,Onion
Sandy,0.52,1464,Flood,94,Kharif,1107,29,8.3,Rice
Sandy,9.87,878,Sprinkler,33,Kharif,598,35,7.8,Maize
Silty,6.83,1112,Sprinkler,58,Summer,814,31,7.0,Tomato
Sandy,8.79,684,Sprinkler,118,Rabi,136,25,7.9,Cotton
Clay,2.57,326,Drip,138,Summer,772,26,5.8,Onion
Silty,1.46,430,Rainfed,132,Kharif,687,22,8.3,Rice
Clay,9.26,422,Rainfed,30,Kharif,316,22,7.0,Rice
Clay,4.96,643,Drip,142,Summer,365,40,7.6,Onion
Loamy,8.3,1083,Sprinkler,164,Summer,966,33,5.6,Tomato
Silty,9.6,787,Drip,59,Rabi,513,31,8.4,Sugarcane
Silty,9.46,810,Drip,53,Rabi,442,25,7.7,Onion
Loamy,5.0,1244,Rainfed,167,Summer,538,36,6.8,Tomato
Silty,1.62,595,Sprinkler,20,Summer,368,40,7.9,Tomato
Sandy,9.16,1258,Rainfed,138,Summer,569,35,8.3,Onion
Sandy,9.7,826,Sprinkler,27,Summer,187,20,6.8,Tomato
Peaty,1.76,1426,Rainfed,37,Rabi,1121,18,6.4,Onion
Loamy,7.03,538,Rainfed,80,Summer,472,22,6.7,Onion
Peaty,6.71,516,Flood,108,Kharif,157,37,8.2,Cotton
Loamy,5.17,439,Drip,57,Summer,256,37,8.2,Onion
Sandy,3.52,1037,Rainfed,37,Summer,780,29,8.2,Tomato
Peaty,8.47,346,Drip,152,Kharif,246,31,6.2,Cotton
Loamy,2.75,649,Drip,71,Kharif,411,32,8.5,Rice
Loamy,2.77,1068,Flood,20,Kharif,1050,29,6.5,Maize
Loamy,2.82,1179,Flood,20,Summer,529,40,8.3,Onion
Loamy,6.14,235,Drip,36,Rabi,155,27,6.4,Wheat
